26,
9,
16,
1,
2,
1,
9,
13,
8,
8,
1,
3,
3,
3,
1,
3,
6,
22,
1,
4,
8,
1,
23,
9,
8,
8,
1,
3,
3,
1,
2,
2,
2,
1,
9,
9,
1,
1,
1,
1,
8,
1,
